timestamp,question,answer,answer_length,context_relevance,faithfulness,answer_relevancy,Pontuação Final
2025-10-06 17:51:30,"De acordo com o Art. 2º, qual é a pontuação de uma vaga em regime de 20 horas, 40 horas e 40 horas com dedicação exclusiva?"," - Vaga em regime de 20 horas: 0,58 pontos
- Vaga em regime de 40 horas: 1,0 ponto
- Vaga em regime de 40 horas com dedicação exclusiva: 1,68 pontos",247,1,"0,75","0,831","0,8603333333"
2025-10-06 17:20:43,"De acordo com a tabela, quais são as cargas horárias atribuídas (CHA) para a participação em um curso de idiomas e para ser um monitor de disciplina?"," - **Curso de idiomas**: 10 horas (CHA)
- **Monitor de disciplina**: 20 horas (CHA)",179,1,"0,667","0,879","0,8486666667"
2025-10-06 17:55:47,Quais são os dois tipos de vagas de monitoria disponíveis e quem as oferece?," - Tipos de vagas de monitoria: 
  1. Remunerada
  2. Voluntária

- Quem oferece: 
  - A Escola de Engenharia Elétrica, Mecânica e de Computação (EMC) da Universidade Federal de Goiás. ",275,1,"0,666","0,867","0,8443333333"
2025-10-06 17:20:06,"Qual é a carga horária máxima permitida para a participação em um programa de tutoria, e a qual documento essa atividade está relacionada?"," - **Carga horária máxima permitida**: 60 horas-aulas semestrais.
- **Documento relacionado**: Resolução CD EMC 032012 do Programa de Tutoria. ",245,1,"0,666","0,855","0,8403333333"
2025-10-06 17:18:45,"A resolução menciona duas abreviações na tabela, CHA e CHM. Qual é o significado de cada uma delas?"," - **CHA**: Carga Horária Atribuída, que será cadastrada se o certificado não apresentar informação de carga horária.
- **CHM**: Carga Horária Máxima, que pode ser aproveitada de um certificado.",194,1,"0,667","0,852","0,8396666667"
2025-10-06 17:09:14,"Como o Art. 2º da Portaria define nepotismo, e qual Súmula vinculante é citada como base para essa definição?"," - **Definição de nepotismo (Art. 2º)**: Nepotismo é a nomeação de cônjuge, companheiro ou parente em linha reta, colateral ou por afinidade, até o terceiro grau, da autoridade nomeante ou de servidor investido em cargo de direção, chefia ou assessoramento, para cargos em comissão ou funções gratificadas na administração pública.

- **Súmula vinculante citada**: A definição se baseia na **Súmula vinculante nº 13**.",487,1,"0,666","0,853","0,8396666667"
2025-10-06 17:40:15,"Qual é o objetivo principal da Resolução CONSUNI Nº 323, de acordo com o documento?"," O objetivo principal da Resolução CONSUNI Nº 323 é estabelecer normas gerais para o afastamento de docentes e servidores técnico-administrativos, além de regular atividades acadêmicas e didático-científicas da Universidade.",283,1,"0,5","0,992","0,8306666667"
2025-10-06 17:57:25,"Quem é o responsável por resolver casos não previstos (omissos) na resolução, e o que pode ser feito se alguém discordar da decisão?"," - **Responsável por resolver casos omissos**: O Conselho Diretor é encarregado de resolver os casos não previstos na resolução (Fonte: Documentos_Importantes\Resolucao_atividades_complementares_EMC_assinado.pdf, página: 0).

- **O que fazer em caso de discordância**:
  - O interessado pode interpor um pedido de reconsideração ou recurso.
  - O prazo para isso é de 10 dias a partir da ciência ou divulgação da decisão",420,1,"0,6","0,874","0,8246666667"
2025-10-06 17:27:52,"Quem é o responsável por resolver os casos omissos, ou seja, as situações não previstas na resolução?", - O responsável por resolver os casos omissos é o **Conselho Diretor**.,72,1,"0,5","0,969","0,823"
2025-10-06 17:26:09,O que a Resolução EMC Nº 02/2023 revoga ou substitui?, A Resolução EMC Nº 02/2023 revoga a Resolução EMC Nº 01/2023 e as disposições em contrário. ,181,1,"0,5","0,937","0,8123333333"
2025-10-06 19:29:48,Quais são os prazos para a entrega do plano de trabalho e para a solicitação de defesa do Projeto Final de Curso?," - **Prazo para entrega do plano de trabalho**: até 15 dias após o início do semestre letivo (Fonte: Documentos_Importantes\Resolucao_PFC_2024-final_assinado.pdf, página 3).
- **Prazo para solicitação de defesa do Projeto Final de Curso**: no máximo 70 dias após o início do semestre letivo",372,1,"0,5","0,906","0,802"
2025-10-06 17:47:42,"De acordo com o Anexo I, qual é a carga horária mínima semanal de aulas que um docente deve ter a cada semestre letivo?"," - Carga horária mínima semanal para docentes em regime de 20 horas: **8 horas**.
- Carga horária mínima semanal para docentes em regime de 40 horas: **8 horas**",280,1,"0,5","0,904","0,8013333333"
2025-10-06 17:16:28,"Com base na Portaria nº 1.150 de 7 de novembro de 1996, quem foi o Ministro de Estado da Educação e do Desporto responsável por aprovar as alterações do Estatuto da UFG?"," - O Ministro de Estado da Educação e do Desporto responsável por aprovar as alterações do Estatuto da UFG foi Paulo Renato Souza.
- Referência: Portaria nº 1.150 de 7 de novembro de 1996, Documento: Documentos_Importantes\Regimento.pdf, página 91.",188,1,"0,5","0,895","0,7983333333"
2025-10-06 17:27:27,"Quantas horas de atividades complementares são creditadas para um membro de uma empresa júnior, e qual é a carga horária máxima permitida para essa atividade?"," - **Horas creditadas para membro de empresa júnior**: 15 horas.
- **Carga horária máxima permitida**: 95 horas.",112,1,"0,5","0,883","0,7943333333"
2025-10-06 17:17:31,Quando o Regimento Geral aprovado em 1996 entrou em vigor e o que aconteceu com as disposições anteriores?," - O Regimento Geral aprovado em 1996 entrou em vigor na data de publicação no Diário Oficial da União.
- As disposições anteriores foram revogadas.",206,1,"0,5","0,883","0,7943333333"
2025-10-06 17:43:05,Quem é a Reitora que assinou eletronicamente o documento?," - A Reitora que assinou eletronicamente o documento é Profa. Angelita Pereira de Lima.
- A assinatura ocorreu em 27/02/2025, às 22:01 ",163,1,"0,5","0,874","0,7913333333"
2025-10-06 17:21:10,"Segundo o documento, quem tem a responsabilidade de resolver casos omissos ou não previstos na resolução?", A responsabilidade de resolver casos omissos ou não previstos na resolução é do Conselho Diretor.,98,1,"0,333","0,977","0,77"
2025-10-06 17:26:32,Qual é a carga horária máxima (CHM) permitida para a participação em seminários e congressos nacionais?," - A carga horária máxima (CHM) permitida para a participação em seminários e congressos nacionais é de **30 horas**.
- Essa informação está detalhada na tabela de atividades complementares da Escola de Engenharia Elétrica, Mecânica e de Computação da UFG",255,1,"0,333","0,976","0,7696666667"
2025-10-06 17:07:57,O que aconteceu com as antigas Regionais Catalão e Jataí da UFG em 2018?," Em 2018, as antigas Regionais Catalão e Jataí da UFG foram revogadas pela Resolução CONSUNI-CEPEC-CC/UFG Nº 01, de 2021. A Regional Jataí foi especificamente mencionada como revogada, enquanto a Regional Catalão continuou a existir, mas com alterações na sua estrutura administrativa.",364,1,"0,25","0,991","0,747"
2025-10-06 17:48:56,O documento lista algumas atividades que não são consideradas para o cálculo da carga horária. Quais são elas?," As atividades que não são consideradas para o cálculo da carga horária são:

- Atividades Curriculares da Extensão (ACEx) - Componente Curricular (256h)
- Prática como Componente Curricular (PCC) (400h)

Essas cargas horárias já estão incluídas em componentes curriculares de Núcleo Comum (NC) e Núcleo Específico Obrigatório (NEOb).",409,1,"0,25","0,961","0,737"
2025-10-06 17:15:17,"Quais são os três grupos que formam a Comunidade Universitária da UFG, conforme listado no Título IV do Regimento Geral?"," Os três grupos que formam a Comunidade Universitária da UFG, conforme listado no Título IV do Regimento Geral, são:

1. Professores
2. Estudantes
3. Técnico-administrativos em educação",213,1,0,"0,959","0,653"
2025-10-06 17:44:47,O documento lista sete organizações que comporão o Conselho. Quais são elas?," As sete organizações que comporão o Conselho de Integração Universidade-Sociedade são:

1. Fórum Estadual de Educação
2. Fundação de Amparo à Pesquisa do Estado de Goiás (FAPEG)
3. Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)
4. Serviço Brasileiro de Apoio às Micro e Pequenas Empresas (SEBRAE)
5. Organização das Cooperativas do Estado de Goiás (OCB/GO)
6. Academia Goiana de Letras (AGL)
7. Comissão Pastoral da Terra (CPT)",19,1,0,"0,896","0,632"
2025-10-06 17:18:22,Qual é o objetivo principal da Resolução EMC Nº 02/2023 e quais cursos ela afeta?," - **Objetivo Principal**: Estabelecer um modelo de alocação de vagas de professores do magistério superior na Escola de Engenharia Elétrica, Mecânica e de Computação (EMC), visando uma política acadêmica voltada para as atividades fins da unidade.
- **Cursos Afetados**: Os cursos de graduação sob responsabilidade da EMC, que incluem Engenharia Elétrica, Engenharia de Computação e Engenharia Mecânica.",503,0,1,"0,855","0,6183333333"
2025-10-06 17:22:10,Qual é o objetivo principal da Resolução EMC Nº 02/2023?," O objetivo principal da Resolução EMC Nº 02/2023 é estabelecer um modelo de alocação de vagas de professores do magistério superior na Escola de Engenharia Elétrica, Mecânica e de Computação, que leve em conta a política acadêmica da universidade e as atividades desenvolvidas pelos professores. ",393,0,"0,667",1,"0,5556666667"
2025-10-06 17:07:12,Quais foram os dois principais programas ou políticas de expansão da UFG mencionados no documento?," Os dois principais programas ou políticas de expansão da UFG mencionados no documento são:

1. **Política para a formação de professores(as) da educação básica** - Estabelecida pela Resolução CEPEC/UFG nº 1541/2017.
2. **Regulamento Geral dos Cursos de Graduação (RGCG)** - Aprovado pela Resolução CEPEC/UFG nº 1791/2022.",396,0,"0,666","0,982","0,5493333333"
2025-10-06 17:33:16,"Qual é o objetivo principal da Resolução CEPEC Nº 1943, e qual documento ela revoga?"," - **Objetivo Principal da Resolução CEPEC Nº 1943**: Estabelecer normas gerais para a organização, funcionamento, avaliação e alterações relativas aos cursos de graduação e pós-graduação, além das atividades de pesquisa, extensão e cultura na universidade.

- **Documento Revogado**: A Resolução CEPEC Nº 1943 revoga a Resolução CEPEC anterior, que não foi especificada no contexto fornecido.",393,0,"0,75","0,876","0,542"
2025-10-06 17:28:25,Qual é o objetivo principal da Resolução CEPEC Nº 1941 e qual resolução ela revoga?," - **Objetivo Principal da Resolução CEPEC Nº 1941**: Regular e otimizar as políticas públicas em relação à Administração Pública, focando em análise e diagnósticos críticos para melhorar a responsividade pública (Fonte: Documentos_Importantes\Resolucao_CEPEC_2025_1941.pdf, página 2).

- **Resolução que Revoga**: A Resolução CEPEC Nº 1941 revoga a Resolução CONSUNI-CEPEC-CC/UFG Nº 01, de 2021",395,0,"0,333","0,918","0,417"
2025-10-06 17:54:43,Qual é o propósito da Resolução EMC N° 01/2024?," O propósito da Resolução EMC N° 01/2024 é revogar a Resolução EMC N° 01/2023 e estabelecer diretrizes para a Coordenação de Programas e Projetos de Graduação da EMC, com decisões 
passíveis de recurso ao Conselho Diretor da EMC. ",317,0,"0,25",1,"0,4166666667"
2025-10-06 17:32:50,O documento lista três categorias de docentes que podem ser credenciados no programa. Quais são elas e qual a principal característica de cada uma?,"As três categorias de docentes que podem ser credenciados no programa são:

1. **Docentes Permanentes**
   - Participam de forma sistemática do desenvolvimento de projetos de pesquisa, atividades de ensino ou extensão e/ou orientação de estudantes.

2. **Docentes Visitantes**
   - Também participam das atividades do programa, mas não possuem vínculo com a UFG.

3. **Docentes/Pesquisadores(as)**
   - Podem solicitar credenciamento em fluxo contínuo, sendo avaliados pela Coordenadoria (CPG) conforme critérios estabelecidos.",597,0,"0,25","0,946","0,3986666667"
2025-10-06 17:13:46,"De acordo com o Sumário do documento, quais são os cinco títulos principais que organizam a estrutura e o funcionamento da UFG?"," Os cinco títulos principais que organizam a estrutura e o funcionamento da UFG são:

1. DA UNIVERSIDADE, SEUS PRINCÍPIOS E SUAS FINALIDADES
2. DA ESTRUTURA ACADÊMICA E ADMINISTRATIVA
3. (não especificado no contexto)
4. (não especificado no contexto)
5. (não especificado no contexto)",367,1,0,0,"0,3333333333"
2025-10-06 17:37:29,"De acordo com o Art. 1º, qual é o grau acadêmico e a modalidade do novo curso?"," - O grau acadêmico do novo curso é de graduação.
- A modalidade é um curso de graduação.",89,0,0,"0,943","0,3143333333"
2025-10-06 17:38:34,Quantas vagas anuais serão ofertadas para o novo curso e como elas serão distribuídas entre os turnos?," - O número de vagas anuais para o novo curso não está especificado no contexto fornecido.
- A distribuição das vagas entre os turnos (matutino, vespertino e noturno) será definida em resolução específica aprovada pela Câmara Superior de Graduação",247,0,"0,5",0,"0,1666666667"
2025-10-06 17:41:52,Onde será ofertado o novo curso e a partir de que ano letivo?," - O novo curso será ofertado a partir do ano letivo de 2025.
- A unidade acadêmica responsável ainda não foi especificada no contexto fornecido.",145,0,"0,5",0,"0,1666666667"
2025-10-06 17:50:27,"Conforme a Tabela 1 do Anexo II, qual a carga horária semanal atribuída a um docente que ocupa o cargo de Direção da Unidade ou de Coordenador de curso de graduação?"," - A carga horária semanal atribuída a um docente que ocupa o cargo de Direção da Unidade ou de Coordenador de curso de graduação não foi especificada diretamente no contexto fornecido.
- Para informações detalhadas sobre a carga horária, recomenda-se consultar a Tabela 1 do Anexo II mencionada na Resolução referida.  ",320,0,"0,333",0,"0,111"
2025-10-06 17:37:46,Onde será ofertado o novo curso e a partir de que ano letivo?," - O novo curso será ofertado a partir do ano letivo de 2025.
- A informação é encontrada na Resolução CEPEC/UFG Nº 1927, de 07 de fevereiro de 2025, página 23.",160,0,"0,333",0,"0,111"
2025-10-06 17:36:56,Qual é o objetivo principal da Resolução CONSUNI Nº 322 e qual novo curso ela cria?," - **Objetivo Principal da Resolução CONSUNI Nº 322**: Aprovar propostas de criação ou extinção de cursos de graduação, encaminhando-as ao CONSUNI para deliberação final.
- **Novo Curso Criado**: A resolução cria um novo curso de graduação, embora o contexto não especifique qual é esse curso.",233,0,"0,25",0,"0,08333333333"
2025-10-06 17:08:28,"Segundo os dados comparativos de 2008 a 2019, qual foi o aumento percentual no número de discentes de graduação e de pós-graduação stricto sensu na UFG?", Não há informações sobre o aumento percentual no número de discentes de graduação e de pós-graduação stricto sensu na UFG entre 2008 e 2019 no contexto fornecido.,163,0,0,0,0
Média Aritmética,,,"395,2",,"0,7533555556","0,8538555556",
Mediana,,,320,,1,"0,9305",
IQR (Intervalo Iterquartil),,,312,,"0,5","0,0993",
MAD (Desvio Médio Absoluto),,,"203,39",,"0,2966","0,1913",
,,,,65 com valor 1,,,
,,,,12 com valor 0,,,
,,,,13 sem valor,,,
